O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,alpha_new,beta_new,gamma_new,dv_rating_new,time_based_score,observed_penetration_score
19-3041.00,Sociologists                                                                                               ,0.1538461538461538,0.5384615384615385,0.9230769230769232,0.3846153846153846,0.6153846153846154,0.8461538461538463,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.6351103315792975,0.3810652902300773
19-3051.00,Urban and Regional Planners                                                                                ,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364,0.56,0.64,0.72,0.64,,
19-3091.00,Anthropologists and Archeologists                                                                          ,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,0.3666666666666666,0.4,0.4333333333333333,0.4,0.2936135971991016,0.045311996408603825
19-3092.00,Geographers                                                                                                ,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.49240741492718787,0.09148647859388664
19-3093.00,Historians                                                                                                 ,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,0.72,0.76,0.8,0.7619047619047619,0.8694737805520061,0.3736863302555101
19-3094.00,Political Scientists                                                                                       ,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6428571428571429,0.6197651212858688,0.14194286856068278
19-3099.01,Transportation Planners                                                                                    ,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,0.6086956521739131,0.7608695652173914,0.9130434782608696,0.7727272727272727,0.8189800988455446,0.08852753008294036
19-4012.00,Agricultural Technicians                                                                                   ,0.1944444444444444,0.3194444444444444,0.4444444444444444,0.1111111111111111,0.1666666666666666,0.2222222222222222,0.1666666666666666,0.1785714285714285,0.1904761904761904,0.21153846153846154,0.12929810446065598,0.0055154387746153164
19-4012.01,Precision Agriculture Technicians                                                                          ,0.0909090909090909,0.5,0.9090909090909092,0.2272727272727273,0.5,0.7727272727272727,0.3181818181818182,0.5909090909090909,0.8636363636363636,0.5909090909090909,0.5536924653881973,0.021857959331244875
19-4013.00,Food Science Technicians                                                                                   ,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,0.2105263157894736,0.3157894736842105,0.4210526315789473,0.3125,0.3276628079442348,0.0741845084109878
19-4021.00,Biological Technicians                                                                                     ,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.125,0.1875,0.25,0.25,0.40160808959962274,0.05159647045491667
19-4031.00,Chemical Technicians                                                                                       ,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,0.2,0.225,0.25,0.21875,0.1794446802362076,0.14228639043993302
19-4042.00,"Environmental Science and Protection Technicians, Including Health                                       ",0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,0.4242424242424242,0.4848484848484848,0.5454545454545454,0.5192307692307693,0.5037797282170645,0.04835482694903781
19-4043.00,"Geological Technicians, Except Hydrologic Technicians                                                    ",0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,0.2093023255813953,0.3372093023255814,0.4651162790697674,0.36666666666666664,,
19-4044.00,Hydrologic Technicians                                                                                     ,0.1875,0.5,0.8125,0.25,0.53125,0.8125,0.6875,0.71875,0.75,0.71875,,
19-4051.00,Nuclear Technicians                                                                                        ,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0714285714285714,0.25,0.4285714285714285,0.0909090909090909,0.1666666666666666,0.2424242424242424,0.16666666666666666,0.1721408416195472,0.0
19-4051.02,Nuclear Monitoring Technicians                                                                             ,0.1515151515151515,0.2272727272727273,0.303030303030303,0.1515151515151515,0.3181818181818182,0.4848484848484848,0.2083333333333333,0.25,0.2916666666666667,0.2631578947368421,0.26570556248399085,0.0
19-4061.00,Social Science Research Assistants                                                                         ,0.4242424242424242,0.6666666666666667,0.9090909090909092,0.3939393939393939,0.6212121212121212,0.8484848484848485,0.5277777777777778,0.6666666666666666,0.8055555555555556,0.6956521739130435,0.7443858258873413,0.4319491977587849
19-4071.00,Forest and Conservation Technicians                                                                        ,0.0769230769230769,0.3269230769230769,0.576923076923077,0.1153846153846153,0.3269230769230769,0.5384615384615385,0.1621621621621621,0.2027027027027027,0.2432432432432432,0.19047619047619047,0.12798496441448465,0.048346129682395954
19-4092.00,Forensic Science Technicians                                                                               ,0.064516129032258,0.3870967741935484,0.7096774193548387,0.064516129032258,0.1935483870967742,0.3225806451612903,0.125,0.234375,0.34375,0.23809523809523808,0.3259332113269352,0.0
19-4099.01,Quality Control Analysts                                                                                   ,0.2127659574468085,0.5212765957446809,0.8297872340425532,0.2553191489361702,0.4787234042553191,0.7021276595744681,0.3870967741935484,0.532258064516129,0.6774193548387096,0.5,0.37523343211662424,0.08060023983181482
19-4099.03,Remote Sensing Technicians                                                                                 ,0.0967741935483871,0.5483870967741935,1.0,0.1290322580645161,0.4677419354838709,0.8064516129032258,0.375,0.546875,0.71875,0.5681818181818182,0.5042045083952462,0.045848223812077295
19-5011.00,Occupational Health and Safety Specialists                                                                 ,0.0476190476190476,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.238095238095238,0.3095238095238095,0.3809523809523809,0.30952380952380953,0.5059663393585946,0.0
19-5012.00,Occupational Health and Safety Technicians                                                                 ,0.125,0.3958333333333333,0.6666666666666666,0.25,0.4166666666666666,0.5833333333333333,0.2666666666666666,0.3333333333333333,0.4,0.38461538461538464,0.38721650686697107,0.0009200287881884294
21-1011.00,Substance Abuse and Behavioral Disorder Counselors                                                         ,0.0888888888888888,0.2,0.3111111111111111,0.1777777777777777,0.2888888888888889,0.4,0.125,0.2916666666666667,0.4583333333333333,0.30434782608695654,0.3242997315959824,0.016887432224412732
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors                                                ",0.0526315789473684,0.2894736842105263,0.5263157894736842,0.2456140350877192,0.3245614035087719,0.4035087719298245,0.2666666666666666,0.3333333333333333,0.4,0.27941176470588236,0.37249055127969416,0.028767636741091306
21-1013.00,Marriage and Family Therapists                                                                             ,0.074074074074074,0.1111111111111111,0.1481481481481481,0.1851851851851851,0.2777777777777778,0.3703703703703703,0.0476190476190476,0.2619047619047619,0.4761904761904761,0.25,0.12955058459665764,0.029103696769261386
21-1014.00,Mental Health Counselors                                                                                   ,0.0784313725490196,0.2549019607843137,0.4313725490196078,0.1176470588235294,0.2647058823529412,0.4117647058823529,0.0666666666666666,0.2166666666666666,0.3666666666666666,0.24074074074074073,0.20741105743587263,0.0
21-1015.00,Rehabilitation Counselors                                                                                  ,0.064516129032258,0.3548387096774194,0.6451612903225806,0.2580645161290322,0.4677419354838709,0.6774193548387096,0.2,0.375,0.55,0.35294117647058826,0.34690391558230804,0.0
21-1021.00,"Child, Family, and School Social Workers                                                                 ",0.0571428571428571,0.2428571428571428,0.4285714285714285,0.1714285714285714,0.3,0.4285714285714285,0.088235294117647,0.1911764705882352,0.2941176470588235,0.21739130434782608,0.261760527680897,0.005205788541657825
21-1022.00,Healthcare Social Workers                                                                                  ,0.03125,0.34375,0.65625,0.1875,0.421875,0.65625,0.1578947368421052,0.3684210526315789,0.5789473684210527,0.38235294117647056,0.40032105091607034,0.0
21-1023.00,Mental Health and Substance Abuse Social Workers                                                           ,0.0,0.2708333333333333,0.5416666666666666,0.1666666666666666,0.3541666666666666,0.5416666666666666,0.3333333333333333,0.5,0.6666666666666666,0.4230769230769231,0.2736123852464823,0.10598270452809791
21-1091.00,Health Education Specialists                                                                               ,0.2580645161290322,0.532258064516129,0.8064516129032258,0.2580645161290322,0.5,0.7419354838709677,0.7647058823529411,0.7941176470588235,0.8235294117647058,0.78125,0.6733358605893938,0.2345447262064869
21-1092.00,Probation Officers and Correctional Treatment Specialists                                                  ,0.1578947368421052,0.3947368421052631,0.631578947368421,0.2894736842105263,0.4473684210526315,0.6052631578947368,0.16,0.4,0.64,0.35714285714285715,0.29564848592322607,0.0
21-1093.00,Social and Human Service Assistants                                                                        ,0.2142857142857142,0.3928571428571428,0.5714285714285714,0.2857142857142857,0.375,0.4642857142857142,0.34375,0.34375,0.34375,0.35,0.3407943509137637,0.0
21-1094.00,Community Health Workers                                                                                   ,0.0833333333333333,0.3194444444444444,0.5555555555555556,0.2777777777777778,0.3472222222222222,0.4166666666666666,0.2352941176470588,0.3333333333333333,0.4313725490196078,0.3275862068965517,,
21-2011.00,Clergy                                                                                                     ,0.1904761904761904,0.3333333333333333,0.4761904761904761,0.1904761904761904,0.238095238095238,0.2857142857142857,0.238095238095238,0.2619047619047619,0.2857142857142857,0.2619047619047619,0.2549754746896448,0.09863111155979729
21-2021.00,"Directors, Religious Activities and Education                                                            ",0.1515151515151515,0.4393939393939394,0.7272727272727273,0.303030303030303,0.4545454545454546,0.6060606060606061,0.4583333333333333,0.4791666666666667,0.5,0.5526315789473685,0.6627464544541033,0.15864748744110804
23-1011.00,Lawyers                                                                                                    ,0.0,0.425,0.8500000000000001,0.15,0.475,0.8,0.1923076923076923,0.4423076923076923,0.6923076923076923,0.4318181818181818,0.44275375323241567,0.20337979890550578
23-1012.00,Judicial Law Clerks                                                                                        ,0.1379310344827586,0.5172413793103449,0.896551724137931,0.0,0.4482758620689655,0.896551724137931,0.3571428571428571,0.5,0.6428571428571429,0.5526315789473685,0.8389787886766342,0.54290061061419
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers                                            ",0.1538461538461538,0.5,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,0.1875,0.46875,0.75,0.42857142857142855,0.40530262771482345,0.1911914539366838
23-1022.00,"Arbitrators, Mediators, and Conciliators                                                                 ",0.0967741935483871,0.5,0.9032258064516128,0.0967741935483871,0.3709677419354839,0.6451612903225806,0.1724137931034483,0.3620689655172414,0.5517241379310345,0.375,0.41540689010689646,0.17155123576222073
23-1023.00,"Judges, Magistrate Judges, and Magistrates                                                               ",0.0,0.4166666666666666,0.8333333333333333,0.0555555555555555,0.25,0.4444444444444444,0.1851851851851851,0.2037037037037037,0.2222222222222222,0.2619047619047619,0.26038693917966155,0.16059210587540085
23-2011.00,Paralegals and Legal Assistants                                                                            ,0.2,0.525,0.8500000000000001,0.05,0.45,0.8500000000000001,0.0,0.15625,0.3125,0.20833333333333334,0.39081824149291206,0.3045342452138106
23-2093.00,"Title Examiners, Abstractors, and Searchers                                                              ",0.2142857142857142,0.5714285714285714,0.9285714285714284,0.25,0.5535714285714285,0.8571428571428571,0.4782608695652174,0.6956521739130435,0.9130434782608696,0.7058823529411765,0.7324296440266382,0.09549113101625928
25-1011.00,"Business Teachers, Postsecondary                                                                         ",0.1818181818181818,0.4886363636363636,0.7954545454545455,0.1818181818181818,0.4204545454545454,0.6590909090909091,0.4838709677419355,0.532258064516129,0.5806451612903226,0.52,0.5467735010552316,0.23807898767155708
25-1021.00,"Computer Science Teachers, Postsecondary                                                                 ",0.1666666666666666,0.5119047619047619,0.8571428571428571,0.1428571428571428,0.369047619047619,0.5952380952380952,0.3888888888888889,0.4444444444444444,0.5,0.4423076923076923,0.4458480524152096,0.20447183441080596
25-1022.00,"Mathematical Science Teachers, Postsecondary                                                             ",0.2972972972972973,0.5405405405405406,0.7837837837837838,0.1891891891891892,0.4324324324324324,0.6756756756756757,0.2857142857142857,0.4142857142857143,0.5428571428571428,0.4166666666666667,0.3502196698372878,0.2294779753276948
25-1031.00,"Architecture Teachers, Postsecondary                                                                     ",0.1951219512195122,0.4878048780487805,0.7804878048780488,0.2195121951219512,0.426829268292683,0.6341463414634146,0.36,0.4,0.44,0.4090909090909091,0.3840006262931315,0.17258489274996588
25-1032.00,"Engineering Teachers, Postsecondary                                                                      ",0.1428571428571428,0.5,0.8571428571428571,0.2142857142857142,0.4166666666666666,0.6190476190476191,0.3,0.3833333333333333,0.4666666666666667,0.375,0.4052227698029662,0.2412379900742257
25-1041.00,"Agricultural Sciences Teachers, Postsecondary                                                            ",0.2222222222222222,0.5,0.7777777777777778,0.4444444444444445,0.5888888888888889,0.7333333333333334,0.375,0.3958333333333333,0.4166666666666667,0.41304347826086957,0.340609867706418,0.1926246773777885
25-1042.00,"Biological Science Teachers, Postsecondary                                                               ",0.1428571428571428,0.4693877551020408,0.7959183673469387,0.2040816326530612,0.3979591836734693,0.5918367346938775,0.40625,0.484375,0.5625,0.48148148148148145,0.4418838486522177,0.20068457268703685
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary                                                ",0.1956521739130434,0.4782608695652174,0.7608695652173912,0.217391304347826,0.4239130434782608,0.6304347826086957,0.3448275862068966,0.396551724137931,0.4482758620689655,0.38,0.2741554086549939,0.14733410359822746
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary                                   ",0.175,0.475,0.775,0.15,0.4,0.65,0.5789473684210527,0.6578947368421053,0.7368421052631579,0.6538461538461539,0.5827732934765637,0.21997515108024213
25-1052.00,"Chemistry Teachers, Postsecondary                                                                        ",0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921,0.3636363636363636,0.3787878787878788,0.3939393939393939,0.375,0.30281553058461835,0.16279719381351002
25-1053.00,"Environmental Science Teachers, Postsecondary                                                            ",0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783,0.3448275862068966,0.4137931034482758,0.4827586206896552,0.44,0.3386774254839379,0.20191572732737278
25-1054.00,"Physics Teachers, Postsecondary                                                                          ",0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093,0.3793103448275862,0.4655172413793103,0.5517241379310345,0.4375,0.34226713622688476,0.1868824214524675
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary                                                      ",0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897,0.3448275862068966,0.4137931034482758,0.4827586206896552,0.4230769230769231,0.35936214209467915,0.1738282273321819
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary                                               ",0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445,0.5833333333333334,0.625,0.6666666666666666,0.6086956521739131,0.5231783994129507,0.23926985388656674
25-1063.00,"Economics Teachers, Postsecondary                                                                        ",0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537,0.36,0.42,0.48,0.4318181818181818,0.4283469350765721,0.24132109503882593
25-1064.00,"Geography Teachers, Postsecondary                                                                        ",0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819,0.3548387096774194,0.4032258064516129,0.4516129032258064,0.44,0.48645412965018675,0.17529664536779865
25-1065.00,"Political Science Teachers, Postsecondary                                                                ",0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146,0.48,0.48,0.48,0.45454545454545453,0.3407037970972566,0.20220685858462895
25-1066.00,"Psychology Teachers, Postsecondary                                                                       ",0.16,0.48,0.8,0.16,0.39,0.62,0.3783783783783784,0.4324324324324324,0.4864864864864865,0.4482758620689655,0.3384305326057028,0.21515995276515754
25-1067.00,"Sociology Teachers, Postsecondary                                                                        ",0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909,0.3928571428571428,0.4285714285714285,0.4642857142857143,0.4375,0.4073940043883159,0.19986194270543467
25-1071.00,"Health Specialties Teachers, Postsecondary                                                               ",0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001,0.4137931034482758,0.4655172413793103,0.5172413793103449,0.4782608695652174,0.4453884525972097,0.19094648583789264
25-1072.00,"Nursing Instructors and Teachers, Postsecondary                                                          ",0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019,0.3888888888888889,0.4583333333333333,0.5277777777777778,0.41379310344827586,0.32452882986952397,0.08445120252913049
25-1081.00,"Education Teachers, Postsecondary                                                                        ",0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905,0.3666666666666666,0.4,0.4333333333333333,0.4583333333333333,0.4152134012927512,0.1949834822293653
25-1082.00,"Library Science Teachers, Postsecondary                                                                  ",0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.52,0.4279891111978401,0.20624344326405628
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary                                             ",0.225,0.5,0.775,0.2,0.4375,0.675,0.5172413793103449,0.5517241379310345,0.5862068965517241,0.5434782608695652,0.472098828537291,0.15652095347498568
25-1112.00,"Law Teachers, Postsecondary                                                                              ",0.125,0.45,0.775,0.425,0.5875,0.75,0.4482758620689655,0.4655172413793103,0.4827586206896552,0.45652173913043476,0.3636939689022737,0.17098904282484093
25-1113.00,"Social Work Teachers, Postsecondary                                                                      ",0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273,0.3571428571428571,0.4821428571428571,0.6071428571428571,0.4166666666666667,0.33760522305349094,0.18299752570830272
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary                                                            ",0.125,0.4375,0.75,0.375,0.59375,0.8125,0.3333333333333333,0.4166666666666667,0.5,0.375,0.24736779708947929,0.061608876815467936
25-1122.00,"Communications Teachers, Postsecondary                                                                   ",0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001,0.4827586206896552,0.5172413793103449,0.5517241379310345,0.5,0.49161571384585817,0.21649364433568935
25-1123.00,"English Language and Literature Teachers, Postsecondary                                                  ",0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857,0.3720930232558139,0.4418604651162791,0.5116279069767442,0.42424242424242425,0.4060806569536005,0.22450545691735355
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary                                                  ",0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444,0.4333333333333333,0.5,0.5666666666666667,0.52,0.4541472014237567,0.16759405728118468
25-1125.00,"History Teachers, Postsecondary                                                                          ",0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223,0.3666666666666666,0.4333333333333333,0.5,0.44,0.38363431194412356,0.18521603483238533
25-1126.00,"Philosophy and Religion Teachers, Postsecondary                                                          ",0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182,0.44,0.44,0.44,0.43478260869565216,0.39339389650182593,0.20423477274424484
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary                                                     ",0.2,0.5375,0.875,0.4,0.65,0.9,0.3103448275862069,0.4655172413793103,0.6206896551724138,0.43478260869565216,0.36427492078100765,0.19665339454504563
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary                                                   ",0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697,0.4137931034482758,0.4482758620689655,0.4827586206896552,0.4583333333333333,0.4275701868053016,0.18413412741978977
25-1194.00,"Career/Technical Education Teachers, Postsecondary                                                       ",0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923,0.4285714285714285,0.4523809523809524,0.4761904761904761,0.425,0.2731597597126422,0.03223888721240711
25-2011.00,"Preschool Teachers, Except Special Education                                                             ",0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697,0.1388888888888889,0.1527777777777778,0.1666666666666666,0.16176470588235295,0.125994130878236,0.04647008894452048
25-2012.00,"Kindergarten Teachers, Except Special Education                                                          ",0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479,0.1578947368421052,0.1710526315789473,0.1842105263157894,0.17567567567567569,0.08923528725581473,0.011298691529423876
25-2021.00,"Elementary School Teachers, Except Special Education                                                     ",0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865,0.175,0.2125,0.25,0.2236842105263158,0.20214234721284527,0.0707761377510744
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education                                    ",0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174,0.1944444444444444,0.25,0.3055555555555556,0.22857142857142856,0.24455707630668544,0.0897478310268015
25-2023.00,"Career/Technical Education Teachers, Middle School                                                       ",0.1935483870967742,0.3225806451612903,0.4516129032258064,0.1612903225806451,0.3387096774193548,0.5161290322580645,0.1612903225806451,0.2258064516129032,0.2903225806451613,0.22580645161290322,0.21411340957217198,0.07222080132132941
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education                                 ",0.0317460317460317,0.3333333333333333,0.6349206349206349,0.1587301587301587,0.3412698412698413,0.5238095238095237,0.2727272727272727,0.303030303030303,0.3333333333333333,0.3125,0.3249123010763671,0.08404977606113202
25-2032.00,"Career/Technical Education Teachers, Secondary School                                                    ",0.1515151515151515,0.3333333333333333,0.5151515151515151,0.1212121212121212,0.3333333333333333,0.5454545454545454,0.1515151515151515,0.2272727272727272,0.303030303030303,0.22727272727272727,0.1800645961571206,0.04554165978723875
25-2051.00,"Special Education Teachers, Preschool                                                                    ",0.1142857142857142,0.1999999999999999,0.2857142857142857,0.1714285714285714,0.3071428571428571,0.4428571428571428,0.1578947368421052,0.2105263157894736,0.2631578947368421,0.20833333333333334,0.10839310445481169,0.010442511028482404
25-2055.00,"Special Education Teachers, Kindergarten                                                                 ",0.1,0.25,0.4,0.1666666666666666,0.35,0.5333333333333333,0.2333333333333333,0.2833333333333333,0.3333333333333333,0.2833333333333333,,
25-2056.00,"Special Education Teachers, Elementary School                                                            ",0.1,0.3166666666666666,0.5333333333333333,0.1666666666666666,0.35,0.5333333333333333,0.3,0.3333333333333333,0.3666666666666666,0.3333333333333333,0.290393246346295,0.0
25-2057.00,"Special Education Teachers, Middle School                                                                ",0.0779220779220779,0.3051948051948052,0.5324675324675325,0.1298701298701298,0.3051948051948052,0.4805194805194805,0.1395348837209302,0.1860465116279069,0.2325581395348837,0.2,0.1620545187021781,0.03318615050250218
25-2058.00,"Special Education Teachers, Secondary School                                                             ",0.1025641025641025,0.3012820512820512,0.5,0.1538461538461538,0.2948717948717949,0.4358974358974359,0.1666666666666666,0.2261904761904762,0.2857142857142857,0.225,0.23374926030668836,0.032091733481234154
25-2059.01,Adapted Physical Education Specialists                                                                     ,0.3,0.475,0.65,0.2,0.25,0.3,0.4,0.475,0.55,0.475,0.2661505667050887,0.021326267845984286
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors           ",0.1764705882352941,0.4044117647058823,0.6323529411764706,0.2205882352941176,0.4264705882352941,0.6323529411764706,0.3469387755102041,0.3877551020408163,0.4285714285714285,0.38461538461538464,0.37882039691342695,0.09200196056108653
25-3021.00,Self-Enrichment Teachers                                                                                   ,0.16,0.36,0.56,0.2,0.38,0.56,0.325,0.3625,0.4,0.36666666666666664,0.39893730165865876,0.11404349195345134
25-3031.00,"Substitute Teachers, Short-Term                                                                          ",0.2777777777777778,0.3611111111111111,0.4444444444444444,0.0,0.0833333333333333,0.1666666666666666,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.05555555555555555,0.02351070638553862,0.0
25-3041.00,Tutors                                                                                                     ,0.1714285714285714,0.5428571428571428,0.9142857142857144,0.1714285714285714,0.3714285714285714,0.5714285714285714,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.42105263157894735,0.28730181272932315,0.05348380498965028
25-4011.00,Archivists                                                                                                 ,0.0769230769230769,0.5,0.9230769230769232,0.2307692307692307,0.5,0.7692307692307693,0.5384615384615384,0.6538461538461539,0.7692307692307693,0.6538461538461539,0.5527139660762795,0.17884103097373766
25-4012.00,Curators                                                                                                   ,0.1481481481481481,0.5,0.8518518518518519,0.2592592592592592,0.5185185185185185,0.7777777777777777,0.2222222222222222,0.4166666666666667,0.6111111111111112,0.36666666666666664,0.3272812457520418,0.19521730737680537
25-4013.00,Museum Technicians and Conservators                                                                        ,0.0526315789473684,0.2368421052631578,0.4210526315789473,0.1052631578947368,0.2368421052631578,0.3684210526315789,0.175,0.2125,0.25,0.19230769230769232,0.1738595040361884,0.0
25-4022.00,Librarians and Media Collections Specialists                                                               ,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579,0.2580645161290322,0.3548387096774194,0.4516129032258064,0.36666666666666664,0.3714303052196969,0.207416157207174
25-4031.00,Library Technicians                                                                                        ,0.3846153846153846,0.5673076923076923,0.75,0.2692307692307693,0.5288461538461539,0.7884615384615385,0.1698113207547169,0.330188679245283,0.490566037735849,0.3142857142857143,0.23281756408533627,0.05204237699186723
25-9021.00,Farm and Home Management Educators                                                                         ,0.074074074074074,0.3703703703703703,0.6666666666666666,0.3703703703703703,0.537037037037037,0.7037037037037037,0.3333333333333333,0.3611111111111111,0.3888888888888889,0.36666666666666664,0.41510229924286157,0.16313042474761313
25-9031.00,Instructional Coordinators                                                                                 ,0.175,0.4875,0.8,0.275,0.525,0.775,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.7666666666666667,,
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education       ",0.2666666666666666,0.3666666666666666,0.4666666666666667,0.1666666666666666,0.2833333333333333,0.4,0.1,0.1333333333333333,0.1666666666666666,0.13333333333333333,0.07630309363261784,0.023967395795356138
25-9043.00,"Teaching Assistants, Special Education                                                                   ",0.1666666666666666,0.2666666666666666,0.3666666666666666,0.1333333333333333,0.25,0.3666666666666666,0.0333333333333333,0.05,0.0666666666666666,0.05,0.010093658207475367,0.0
25-9044.00,"Teaching Assistants, Postsecondary                                                                       ",0.3333333333333333,0.5303030303030303,0.7272727272727273,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.2592592592592592,0.2777777777777778,0.2962962962962963,0.325,0.2737666865188202,0.06119214374627772
27-1011.00,Art Directors                                                                                              ,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4310344827586206,0.7931034482758621,0.1052631578947368,0.4210526315789473,0.7368421052631579,0.40625,0.47225237870385917,0.17643509473914462
27-1012.00,Craft Artists                                                                                              ,0.0,0.2586206896551724,0.5172413793103449,0.0689655172413793,0.2241379310344827,0.3793103448275862,0.375,0.46875,0.5625,0.4666666666666667,0.27975606883405757,0.06223325751372013
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators                                            ",0.0,0.425,0.8500000000000001,0.05,0.3125,0.5750000000000001,0.2142857142857142,0.3035714285714285,0.3928571428571428,0.34375,,
27-1014.00,Special Effects Artists and Animators                                                                      ,0.05,0.525,1.0,0.05,0.475,0.9,0.0454545454545454,0.4318181818181818,0.8181818181818182,0.4642857142857143,0.5659174167026241,0.3026072151581833
27-1021.00,Commercial and Industrial Designers                                                                        ,0.0,0.4655172413793103,0.9310344827586208,0.0689655172413793,0.4137931034482758,0.7586206896551724,0.5,0.6818181818181818,0.8636363636363636,0.6470588235294118,0.6064907619806457,0.009328047252519603
